Account Number,Name,Income,Expenditure,Savings,Password
987654562,ram kishan,108639,93120,15519,4562
987654562,ram kishan,122873,84190,38683,4562
987654563,arun,54893,35610,19283,4563
987654563,arun,82349,27550,54799,4563
987654563,arun,68324,58250,10074,4563
987654563,arun,76750,21250,55500,4563
987654563,arun,81348,26780,54568,4563
987654563,arun,89576,28910,60666,4563
987654563,arun,51978,47800,4178,4563
987654563,arun,103942,78360,25582,4563
987654563,arun,100598,37610,62988,4563
987654563,arun,97331,96850,481,4563
987654563,arun,111807,34360,77447,4563
987654563,arun,57214,25710,31504,4563
987654563,arun,71756,68550,3206,4563
987654563,arun,76475,21740,54735,4563
987654563,arun,80094,36070,44024,4563
987654563,arun,83229,51250,31979,4563
987654563,arun,61042,29240,31802,4563
987654563,arun,108793,32840,75953,4563
987654563,arun,103359,83510,19849,4563
987654563,arun,105240,41820,63420,4563
987654563,arun,103898,37530,66368,4563
987654563,arun,121245,84730,36515,4563
987654563,arun,67653,57500,10153,4563
987654563,arun,104459,30670,73789,4563
987654564,virender,93569,33400,60169,4564
987654564,virender,70095,61430,8665,4564
987654564,virender,74044,38830,35214,4564
987654564,virender,53309,49320,3989,4564
987654564,virender,88784,66550,22234,4564
987654564,virender,85264,52740,32524,4564
987654564,virender,87178,75450,11728,4564
987654564,virender,102193,29480,72713,4564
987654564,virender,101148,46540,54608,4564
987654564,virender,54596,52190,2406,4564
987654564,virender,83746,74440,9306,4564
987654564,virender,68907,42010,26897,4564
987654564,virender,78290,38310,39980,4564
987654564,virender,75089,58520,16569,4564
987654564,virender,78774,61010,17764,4564
987654564,virender,65794,52440,13354,4564
987654564,virender,96594,58510,38084,4564
987654564,virender,89455,46920,42535,4564
987654564,virender,98409,92490,5919,4564
987654564,virender,111972,105700,6272,4564
987654564,virender,121564,71500,50064,4564
987654564,virender,66058,63350,2708,4564
987654564,virender,123225,71560,51665,4564
987654564,virender,109288,98870,10418,4564
987654565,bishun,112005,86370,25635,4565
987654565,bishun,110938,38780,72158,4565
987654565,bishun,54607,50680,3927,4565
987654565,bishun,72108,39910,32198,4565
987654565,bishun,64419,47510,16909,4565
987654565,bishun,76475,63590,12885,4565
987654565,bishun,91864,27020,64844,4565
987654565,bishun,76409,64550,11859,4565
987654565,bishun,112731,84470,28261,4565
987654565,bishun,120409,74710,45699,4565
987654565,bishun,120343,109730,10613,4565
987654565,bishun,133356,119660,13696,4565
987654565,bishun,56818,18060,38758,4565
987654565,bishun,80644,66140,14504,4565
987654565,bishun,73703,64410,9293,4565
987654565,bishun,76233,50110,26123,4565
987654565,bishun,77355,56160,21195,4565
987654565,bishun,79720,58490,21230,4565
987654565,bishun,58127,43680,14447,4565
987654565,bishun,87618,35130,52488,4565
987654565,bishun,96891,43370,53521,4565
987654565,bishun,99509,84890,14619,4565
987654565,bishun,107363,86200,21163,4565
987654565,bishun,119540,105540,14000,4565
987654566,pritam singh,51989,31570,20419,4566
987654566,pritam singh,85671,75250,10421,4566
987654566,pritam singh,78345,27900,50445,4566
987654566,pritam singh,70667,53480,17187,4566
987654566,pritam singh,83372,59940,23432,4566
987654566,pritam singh,79775,45440,34335,4566
987654566,pritam singh,53683,47430,6253,4566
987654566,pritam singh,83581,80500,3081,4566
987654566,pritam singh,78862,41020,37842,4566
987654566,pritam singh,88355,30150,58205,4566
987654566,pritam singh,93140,56630,36510,4566
987654566,pritam singh,104547,33580,70967,4566
987654566,pritam singh,57302,39930,17372,4566
987654566,pritam singh,70007,43560,26447,4566
987654566,pritam singh,78741,58000,20741,4566
987654566,pritam singh,65761,34770,30991,4566
987654566,pritam singh,78466,25770,52696,4566
987654566,pritam singh,76871,75010,1861,4566
987654566,pritam singh,55245,42620,12625,4566
987654566,pritam singh,82690,24790,57900,4566
987654566,pritam singh,85891,52740,33151,4566
987654566,pritam singh,96385,26480,69905,4566
987654566,pritam singh,96979,44780,52199,4566
987654566,pritam singh,118077,98370,19707,4566
987654567,akash gupta,64958,35620,29338,4567
987654567,akash gupta,92645,58670,33975,4567
987654567,akash gupta,73791,71100,2691,4567
987654567,akash gupta,70909,46360,24549,4567
987654567,akash gupta,70568,21990,48578,4567
987654567,akash gupta,77344,48680,28664,4567
987654567,akash gupta,53012,52780,232,4567
987654567,akash gupta,78422,69760,8662,4567
987654567,akash gupta,84109,61300,22809,4567
987654567,akash gupta,96946,80070,16876,4567
987654567,akash gupta,92568,37820,54748,4567
987654567,akash gupta,120585,53670,66915,4567
987654567,akash gupta,52363,33160,19203,4567
987654567,akash gupta,88344,71690,16654,4567
987654567,akash gupta,67400,18480,48920,4567
987654567,akash gupta,78367,29470,48897,4567
987654567,akash gupta,74858,63670,11188,4567
987654567,akash gupta,73736,21390,52346,4567
987654567,akash gupta,57830,32230,25600,4567
987654567,akash gupta,90478,25120,65358,4567
987654567,akash gupta,94878,52900,41978,4567
987654567,akash gupta,93437,45410,48027,4567
987654567,akash gupta,103843,34220,69623,4567
987654567,akash gupta,124446,76220,48226,4567
987654568,kishan,59700,35780,23920,4568
987654568,kishan,82954,25770,57184,4568
987654568,kishan,72449,46810,25639,4568
987654568,kishan,67675,47710,19965,4568
987654568,kishan,75584,19450,56134,4568
987654568,kishan,74132,26700,47432,4568
987654568,kishan,55135,31590,23545,4568
987654568,kishan,81799,68050,13749,4568
987654568,kishan,86903,85430,1473,4568
987654568,kishan,92183,54160,38023,4568
987654568,kishan,113402,78980,34422,4568
987654568,kishan,119837,82260,37577,4568
987654568,kishan,56202,50890,5312,4568
987654568,kishan,75133,66010,9123,4568
987654568,kishan,73065,21570,51495,4568
987654568,kishan,73747,61580,12167,4568
987654568,kishan,75716,26790,48926,4568
987654568,kishan,75826,35080,40746,4568
987654568,kishan,51087,15780,35307,4568
987654568,kishan,89939,37510,52429,4568
987654568,kishan,100202,38980,61222,4568
987654568,kishan,107506,29200,78306,4568
987654568,kishan,144543,39410,105133,4568
987654568,kishan,56180,24070,32110,4568
987654569,mohd kausar,77806,69150,8656,4569
987654569,mohd kausar,82855,76350,6505,4569
987654569,mohd kausar,46896,25460,21436,4569
987654569,mohd kausar,97386,25040,72346,4569
987654569,mohd kausar,62065,18130,43935,4569
987654569,mohd kausar,88949,33180,55769,4569
987654569,mohd kausar,70997,38240,32757,4569
987654569,mohd kausar,152375,74250,78125,4569
987654569,mohd kausar,96979,56020,40959,4569
987654569,mohd kausar,122609,44220,78389,4569
987654569,mohd kausar,118374,63540,54834,4569
987654569,mohd kausar,134929,126190,8739,4569
987654569,mohd kausar,143883,42330,101553,4569
987654569,mohd kausar,168248,52670,115578,4569
987654569,mohd kausar,72460,30540,41920,4569
987654569,mohd kausar,81183,30040,51143,4569
987654569,mohd kausar,77817,19720,58097,4569
987654569,mohd kausar,79698,28810,50888,4569
987654569,mohd kausar,85374,52180,33194,4569
987654569,mohd kausar,83262,49160,34102,4569
987654569,mohd kausar,63891,43790,20101,4569
987654569,mohd kausar,99135,73070,26065,4569
987654569,mohd kausar,122444,115100,7344,4569
987654569,mohd kausar,105900,38680,67220,4569
987654570,sachin,117417,51080,66337,4570
987654570,sachin,131992,50060,81932,4570
987654570,sachin,79720,40230,39490,4570
987654570,sachin,98739,74110,24629,4570
987654570,sachin,84197,71680,12517,4570
987654570,sachin,80215,49080,31135,4570
987654570,sachin,82756,66480,16276,4570
987654570,sachin,94911,62430,32481,4570
987654570,sachin,56180,39630,16550,4570
987654570,sachin,93305,67450,25855,4570
987654570,sachin,81315,76550,4765,4570
987654570,sachin,87321,62010,25311,4570
987654570,sachin,93822,64280,29542,4570
987654570,sachin,111939,51030,60909,4570
987654570,sachin,63924,38530,25394,4570
987654570,sachin,74935,46850,28085,4570
987654570,sachin,68159,41020,27139,4570
987654570,sachin,63979,50270,13709,4570
987654570,sachin,81678,53550,28128,4570
987654570,sachin,72856,18600,54256,4570
987654570,sachin,62208,29150,33058,4570
987654570,sachin,85484,77310,8174,4570
987654570,sachin,84604,80930,3674,4570
987654570,sachin,87937,28620,59317,4570
987654571,harman singh,105207,97520,7687,4571
987654571,harman singh,119089,74070,45019,4571
987654571,harman singh,65706,52280,13426,4571
987654571,harman singh,92084,26970,65114,4571
987654571,harman singh,77256,62010,15246,4571
987654571,harman singh,76266,67400,8866,4571
987654571,harman singh,69754,37360,32394,4571
987654571,harman singh,54024,43630,10394,4571
987654571,harman singh,78015,77390,625,4571
987654571,harman singh,83449,69490,13959,4571
987654571,harman singh,72229,34600,37629,4571
987654571,harman singh,87948,85430,2518,4571
987654571,harman singh,105383,102220,3163,4571
987654571,harman singh,48117,23620,24497,4571
987654571,harman singh,68203,63490,4713,4571
987654571,harman singh,77223,72980,4243,4571
987654571,harman singh,83636,30990,52646,4571
987654571,harman singh,68357,52910,15447,4571
987654571,harman singh,82151,24070,58081,4571
987654571,harman singh,61328,45060,16268,4571
987654571,harman singh,96396,76290,20106,4571
987654571,harman singh,81458,56050,25408,4571
987654571,harman singh,85044,40730,44314,4571
987654571,harman singh,99597,33560,66037,4571
987654572,deepak,115613,75600,40013,4572
987654572,deepak,49118,36170,12948,4572
987654572,deepak,85286,71970,13316,4572
987654572,deepak,81304,35850,45454,4572
987654572,deepak,83064,52380,30684,4572
987654572,deepak,87827,66930,20897,4572
987654572,deepak,52319,18010,34309,4572
987654572,deepak,90808,36830,53978,4572
987654572,deepak,88410,84270,4140,4572
987654572,deepak,86419,79280,7139,4572
987654572,deepak,90049,85580,4469,4572
987654572,deepak,101654,39970,61684,4572
987654572,deepak,49470,28730,20740,4572
987654572,deepak,69864,52740,17124,4572
987654572,deepak,62989,40240,22749,4572
987654572,deepak,67950,66170,1780,4572
987654572,deepak,70557,25010,45547,4572
987654572,deepak,76255,50710,25545,4572
987654572,deepak,52462,15440,37022,4572
987654572,deepak,93888,55470,38418,4572
987654572,deepak,88674,36780,51894,4572
987654572,deepak,91776,75260,16516,4572
987654572,deepak,99608,64950,34658,4572
987654572,deepak,131640,67150,64490,4572
987654573,rajbir,51868,36400,15468,4573
987654573,rajbir,67444,21290,46154,4573
987654573,rajbir,70370,31820,38550,4573
987654573,rajbir,67631,28470,39161,4573
987654573,rajbir,72163,45910,26253,4573
987654573,rajbir,79940,39390,40550,4573
987654573,rajbir,48315,38950,9365,4573
987654573,rajbir,85275,47090,38185,4573
987654573,rajbir,78367,29650,48717,4573
987654573,rajbir,75188,44620,30568,4573
987654573,rajbir,80996,27610,53386,4573
987654573,rajbir,93019,32630,60389,4573
987654573,rajbir,43519,25810,17709,4573
987654573,rajbir,61218,57070,4148,4573
987654573,rajbir,58523,55310,3213,4573
987654573,rajbir,63682,51530,12152,4573
987654573,rajbir,68346,58170,10176,4573
987654573,rajbir,63572,36530,27042,4573
987654573,rajbir,46357,21200,25157,4573
987654573,rajbir,88806,76330,12476,4573
987654573,rajbir,78466,25610,52856,4573
987654573,rajbir,85022,62970,22052,4573
987654573,rajbir,96440,94240,2200,4573
987654573,rajbir,111708,82430,29278,4573
987654574,vinod lal,54024,16930,37094,4574
987654574,vinod lal,71063,66620,4443,4574
987654574,vinod lal,69842,34270,35572,4574
987654574,vinod lal,71184,64320,6864,4574
987654574,vinod lal,64551,19910,44641,4574
987654574,vinod lal,75804,42130,33674,4574
987654574,vinod lal,54618,33010,21608,4574
987654574,vinod lal,87772,64310,23462,4574
987654574,vinod lal,95549,67950,27599,4574
987654574,vinod lal,104591,76720,27871,4574
987654574,vinod lal,115426,60530,54896,4574
987654574,vinod lal,112874,80060,32814,4574
987654574,vinod lal,55190,28310,26880,4574
987654574,vinod lal,76673,25070,51603,4574
987654574,vinod lal,84164,75000,9164,4574
987654574,vinod lal,76310,37470,38840,4574
987654574,vinod lal,71844,69920,1924,4574
987654574,vinod lal,69270,69070,200,4574
987654574,vinod lal,57324,52300,5024,4574
987654574,vinod lal,90379,63680,26699,4574
987654574,vinod lal,86430,35550,50880,4574
987654574,vinod lal,99245,86100,13145,4574
987654574,vinod lal,99311,76220,23091,4574
987654574,vinod lal,124666,35390,89276,4574
987654575,amisha,52814,47690,5124,4575
987654575,amisha,80171,44460,35711,4575
987654575,amisha,68357,42990,25367,4575
987654575,amisha,71272,44030,27242,4575
987654575,amisha,73065,39730,33335,4575
987654575,amisha,81447,49360,32087,4575
987654575,amisha,53397,26300,27097,4575
987654575,amisha,85517,78680,6837,4575
987654575,amisha,94867,51720,43147,4575
987654575,amisha,94339,83420,10919,4575
987654575,amisha,98816,51840,46976,4575
987654575,amisha,118924,55070,63854,4575
987654575,amisha,44454,14640,29814,4575
987654575,amisha,85220,44560,40660,4575
987654575,amisha,73571,36020,37551,4575
987654575,amisha,71558,56740,14818,4575
987654575,amisha,72185,47380,24805,4575
987654575,amisha,71822,27930,43892,4575
987654575,amisha,54387,29970,24417,4575
987654575,amisha,92117,64510,27607,4575
987654575,amisha,80677,54270,26407,4575
987654575,amisha,86287,50810,35477,4575
987654575,amisha,92799,28320,64479,4575
987654575,amisha,98585,47300,51285,4575
987654576,chander shaker,58600,39880,18720,4576
987654576,chander shaker,78455,36680,41775,4576
987654576,chander shaker,66531,65500,1031,4576
987654576,chander shaker,71107,21200,49907,4576
987654576,chander shaker,75958,31170,44788,4576
987654576,chander shaker,71448,21790,49658,4576
987654576,chander shaker,55971,36420,19551,4576
987654576,chander shaker,88355,56650,31705,4576
987654576,chander shaker,79566,56870,22696,4576
987654576,chander shaker,89752,84240,5512,4576
987654576,chander shaker,99025,45740,53285,4576
987654576,chander shaker,110817,77200,33617,4576
987654576,chander shaker,57841,36530,21311,4576
987654576,chander shaker,101907,58850,43057,4576
987654576,chander shaker,98596,72130,26466,4576
987654576,chander shaker,82074,74220,7854,4576
987654576,chander shaker,98552,42420,56132,4576
987654576,chander shaker,48293,44430,3863,4576
987654576,chander shaker,62692,48220,14472,4576
987654576,chander shaker,66146,50580,15566,4576
987654576,chander shaker,70766,63970,6796,4576
987654576,chander shaker,81095,70250,10845,4576
987654576,chander shaker,57907,35400,22507,4576
987654576,chander shaker,92216,76580,15636,4576
987654577,krishan,80490,34920,45570,4577
987654577,krishan,94845,82770,12075,4577
987654577,krishan,98706,59450,39256,4577
987654577,krishan,101412,86470,14942,4577
987654577,krishan,61526,60720,806,4577
987654577,krishan,88179,36620,51559,4577
987654577,krishan,82525,43390,39135,4577
987654577,krishan,81216,77450,3766,4577
987654577,krishan,71998,40730,31268,4577
987654577,krishan,58600,49530,9070,4577
987654577,krishan,90984,25080,65904,4577
987654577,krishan,102006,29040,72966,4577
987654577,krishan,114942,47460,67482,4577
987654577,krishan,105999,92930,13069,4577
987654577,krishan,53870,46880,6990,4577
987654577,krishan,77003,39610,37393,4577
987654577,krishan,78851,44490,34361,4577
987654577,krishan,81271,31890,49381,4577
987654577,krishan,91622,50030,41592,4577
987654577,krishan,95824,95180,644,4577
987654577,krishan,44993,19080,25913,4577
987654577,krishan,67499,56780,10719,4577
987654577,krishan,63748,63230,518,4577
987654577,krishan,63660,40840,22820,4577
987654578,ram ji,67719,63110,4609,4578
987654578,ram ji,64705,54800,9905,4578
987654578,ram ji,45532,37340,8192,4578
987654578,ram ji,80457,78720,1737,4578
987654578,ram ji,76794,47110,29684,4578
987654578,ram ji,82547,60520,22027,4578
987654578,ram ji,98266,64100,34166,4578
987654578,ram ji,116361,58970,57391,4578
987654578,ram ji,49184,38540,10644,4578
987654578,ram ji,71261,60100,11161,4578
987654578,ram ji,70150,44120,26030,4578
987654578,ram ji,71679,65790,5889,4578
987654578,ram ji,80644,76600,4044,4578
987654578,ram ji,82338,34340,47998,4578
987654578,ram ji,108980,41780,67200,4578
987654578,ram ji,96814,88190,8624,4578
987654578,ram ji,102072,41550,60522,4578
987654578,ram ji,115712,39690,76022,4578
987654578,ram ji,56752,42870,13882,4578
987654578,ram ji,86716,47580,39136,4578
987654578,ram ji,82921,47090,35831,4578
987654578,ram ji,87409,87160,249,4578
987654578,ram ji,98365,51460,46905,4578
987654578,ram ji,103689,74580,29109,4578
987654579,jony,54442,29370,25072,4579
987654579,jony,78334,48350,29984,4579
987654579,jony,75980,23590,52390,4579
987654579,jony,61031,27830,33201,4579
987654579,jony,75870,70600,5270,4579
987654579,jony,85440,21510,63930,4579
987654579,jony,53617,31110,22507,4579
987654579,jony,79038,49170,29868,4579
987654579,jony,84538,25890,58648,4579
987654579,jony,84989,73490,11499,4579
987654579,jony,92051,67960,24091,4579
987654579,jony,110212,56910,53302,4579
987654579,jony,52209,47050,5159,4579
987654579,jony,75782,61390,14392,4579
987654579,jony,75969,39940,36029,4579
987654579,jony,71844,58160,13684,4579
987654579,jony,63781,33630,30151,4579
987654579,jony,61746,57920,3826,4579
987654579,jony,48238,35360,12878,4579
987654579,jony,76783,34410,42373,4579
987654579,jony,71129,56500,14629,4579
987654579,jony,77641,72380,5261,4579
987654579,jony,91248,88820,2428,4579
987654579,jony,110729,33330,77399,4579
987654580,mohammad ali,50757,18410,32347,4580
987654580,mohammad ali,61449,30770,30679,4580
987654580,mohammad ali,65662,30850,34812,4580
987654580,mohammad ali,68731,55690,13041,4580
987654580,mohammad ali,63528,34070,29458,4580
987654580,mohammad ali,64375,20460,43915,4580
987654580,mohammad ali,53232,31000,22232,4580
987654580,mohammad ali,87761,61810,25951,4580
987654580,mohammad ali,83691,63190,20501,4580
987654580,mohammad ali,84439,33950,50489,4580
987654580,mohammad ali,94889,77350,17539,4580
987654580,mohammad ali,96638,51050,45588,4580
987654580,mohammad ali,53243,51100,2143,4580
987654580,mohammad ali,68566,43440,25126,4580
987654580,mohammad ali,67587,57940,9647,4580
987654580,mohammad ali,60591,36800,23791,4580
987654580,mohammad ali,60008,38140,21868,4580
987654580,mohammad ali,71833,68970,2863,4580
987654580,mohammad ali,47358,39170,8188,4580
987654580,mohammad ali,82228,73560,8668,4580
987654580,mohammad ali,75870,56400,19470,4580
987654580,mohammad ali,89048,59960,29088,4580
987654580,mohammad ali,86111,77070,9041,4580
987654580,mohammad ali,102864,101780,1084,4580
987654581,ashok kumar s/o,43497,28070,15427,4581
987654581,ashok kumar s/o,55520,42910,12610,4581
987654581,ashok kumar s/o,56664,20500,36164,4581
987654581,ashok kumar s/o,62076,19960,42116,4581
987654581,ashok kumar s/o,65981,42630,23351,4581
987654581,ashok kumar s/o,67532,66870,662,4581
987654581,ashok kumar s/o,50229,42320,7909,4581
987654581,ashok kumar s/o,82558,58720,23838,4581
987654581,ashok kumar s/o,77267,23320,53947,4581
987654581,ashok kumar s/o,86958,33820,53138,4581
987654581,ashok kumar s/o,92150,59720,32430,4581
987654581,ashok kumar s/o,110223,62760,47463,4581
987654581,ashok kumar s/o,47886,14360,33526,4581
987654581,ashok kumar s/o,64848,22090,42758,4581
987654581,ashok kumar s/o,62230,61860,370,4581
987654581,ashok kumar s/o,76189,72040,4149,4581
987654581,ashok kumar s/o,110861,64840,46021,4581
987654581,ashok kumar s/o,81051,66680,14371,4581
987654581,ashok kumar s/o,86243,77700,8543,4581
987654581,ashok kumar s/o,84824,58020,26804,4581
987654581,ashok kumar s/o,110685,56050,54635,4581
987654581,ashok kumar s/o,48656,27180,21476,4581
987654581,ashok kumar s/o,70579,27240,43339,4581
987654581,ashok kumar s/o,71030,61190,9840,4581
987654582,ravinder,65420,21190,44230,4582
987654582,ravinder,57357,22080,35277,4582
987654582,ravinder,69776,50480,19296,4582
987654582,ravinder,51527,37320,14207,4582
987654582,ravinder,84340,58490,25850,4582
987654582,ravinder,75837,23420,52417,4582
987654582,ravinder,87343,35860,51483,4582
987654582,ravinder,84032,21670,62362,4582
987654582,ravinder,108837,85770,23067,4582
987654582,ravinder,54420,42880,11540,4582
987654582,ravinder,86078,49500,36578,4582
987654582,ravinder,70282,40160,30122,4582
987654582,ravinder,73516,63660,9856,4582
987654582,ravinder,61977,58230,3747,4582
987654582,ravinder,72834,29960,42874,4582
987654582,ravinder,55091,24570,30521,4582
987654582,ravinder,85990,34530,51460,4582
987654582,ravinder,87761,46480,41281,4582
987654582,ravinder,79445,70490,8955,4582
987654582,ravinder,119298,116850,2448,4582
987654582,ravinder,123544,76190,47354,4582
987654582,ravinder,50658,23700,26958,4582
987654582,ravinder,68082,52090,15992,4582
987654582,ravinder,67840,48380,19460,4582
987654583,amit,66454,42320,24134,4583
987654583,amit,63385,56910,6475,4583
987654583,amit,64078,57380,6698,4583
987654583,amit,51461,44900,6561,4583
987654583,amit,91050,73700,17350,4583
987654583,amit,86078,33990,52088,4583
987654583,amit,90214,71610,18604,4583
987654583,amit,93448,51380,42068,4583
987654583,amit,114502,76420,38082,4583
987654583,amit,48887,34150,14737,4583
987654583,amit,80083,25350,54733,4583
987654583,amit,57390,22790,34600,4583
987654583,amit,65783,39710,26073,4583
987654583,amit,69347,66030,3317,4583
987654583,amit,71316,45810,25506,4583
987654583,amit,52220,20830,31390,4583
987654583,amit,90643,65480,25163,4583
987654583,amit,85077,70610,14467,4583
987654583,amit,87706,60960,26746,4583
987654583,amit,95219,58460,36759,4583
987654583,amit,114183,103290,10893,4583
987654583,amit,70942,50250,20692,4583
987654583,amit,98893,70330,28563,4583
987654583,amit,69479,22730,46749,4583
987654584,guman singh basyal,66872,48830,18042,4584
987654584,guman singh basyal,72042,58780,13262,4584
987654584,guman singh basyal,47204,40390,6814,4584
987654584,guman singh basyal,83889,65320,18569,4584
987654584,guman singh basyal,75551,67370,8181,4584
987654584,guman singh basyal,92513,88990,3523,4584
987654584,guman singh basyal,90170,54590,35580,4584
987654584,guman singh basyal,102809,65730,37079,4584
987654584,guman singh basyal,53650,41930,11720,4584
987654584,guman singh basyal,83471,44020,39451,4584
987654584,guman singh basyal,83526,49430,34096,4584
987654584,guman singh basyal,70084,29210,40874,4584
987654584,guman singh basyal,65266,29730,35536,4584
987654584,guman singh basyal,58831,49240,9591,4584
987654584,guman singh basyal,91072,73550,17522,4584
987654584,guman singh basyal,84967,73000,11967,4584
987654584,guman singh basyal,90841,88280,2561,4584
987654584,guman singh basyal,78873,49610,29263,4584
987654584,guman singh basyal,114139,62140,51999,4584
987654584,guman singh basyal,72845,60090,12755,4584
987654584,guman singh basyal,108463,28810,79653,4584
987654584,guman singh basyal,87607,47140,40467,4584
987654584,guman singh basyal,93767,33940,59827,4584
987654584,guman singh basyal,107022,45550,61472,4584
987654585,amardeep,50812,15180,35632,4585
987654585,amardeep,69556,39160,30396,4585
987654585,amardeep,56961,52270,4691,4585
987654585,amardeep,67015,62230,4785,4585
987654585,amardeep,56576,26740,29836,4585
987654585,amardeep,63770,49670,14100,4585
987654585,amardeep,53342,15720,37622,4585
987654585,amardeep,94372,84580,9792,4585
987654585,amardeep,84285,28300,55985,4585
987654585,amardeep,75397,66900,8497,4585
987654585,amardeep,87013,41240,45773,4585
987654585,amardeep,104019,56930,47089,4585
987654585,amardeep,47578,19300,28278,4585
987654585,amardeep,67972,44760,23212,4585
987654585,amardeep,62758,23920,38838,4585
987654585,amardeep,70194,69900,294,4585
987654585,amardeep,75485,68050,7435,4585
987654585,amardeep,80941,75650,5291,4585
987654585,amardeep,105306,41980,63326,4585
987654585,amardeep,105636,83790,21846,4585
987654585,amardeep,124798,78440,46358,4585
987654585,amardeep,137283,128820,8463,4585
987654585,amardeep,57280,45460,11820,4585
987654585,amardeep,73769,60600,13169,4585
987654586,jagdish,66993,27200,39793,4586
987654586,jagdish,60294,49910,10384,4586
987654586,jagdish,64914,41010,23904,4586
987654586,jagdish,65244,55270,9974,4586
987654586,jagdish,55344,52400,2944,4586
987654586,jagdish,91149,81800,9349,4586
987654586,jagdish,83581,54200,29381,4586
987654586,jagdish,87607,52600,35007,4586
987654586,jagdish,84934,81790,3144,4586
987654586,jagdish,109640,60430,49210,4586
987654586,jagdish,50647,25900,24747,4586
987654586,jagdish,64760,26820,37940,4586
987654586,jagdish,65420,18760,46660,4586
987654586,jagdish,67400,18350,49050,4586
987654586,jagdish,65827,40590,25237,4586
987654586,jagdish,77113,50840,26273,4586
987654586,jagdish,51604,38780,12824,4586
987654586,jagdish,91754,61280,30474,4586
987654586,jagdish,82866,68470,14396,4586
987654586,jagdish,82844,37800,45044,4586
987654586,jagdish,84923,65330,19593,4586
987654586,jagdish,108331,68430,39901,4586
987654586,jagdish,59359,43770,15589,4586
987654586,jagdish,87816,65750,22066,4586
987654587,bharat,62967,51260,11707,4587
987654587,bharat,65640,53670,11970,4587
987654587,bharat,62846,59700,3146,4587
987654587,bharat,61922,16260,45662,4587
987654587,bharat,48062,39710,8352,4587
987654587,bharat,85781,60940,24841,4587
987654587,bharat,80380,79820,560,4587
987654587,bharat,80413,62360,18053,4587
987654587,bharat,76277,38310,37967,4587
987654587,bharat,111290,92430,18860,4587
987654587,bharat,55432,39250,16182,4587
987654587,bharat,82503,34990,47513,4587
987654587,bharat,61416,18560,42856,4587
987654587,bharat,69072,60280,8792,4587
987654587,bharat,57830,43830,14000,4587
987654587,bharat,63539,33090,30449,4587
987654587,bharat,52000,31390,20610,4587
987654587,bharat,93657,65830,27827,4587
987654587,bharat,79456,53960,25496,4587
987654587,bharat,78664,56530,22134,4587
987654587,bharat,72746,44640,28106,4587
987654587,bharat,101544,29990,71554,4587
987654587,bharat,62934,39070,23864,4587
987654587,bharat,109431,32620,76811,4587
987654588,azaz,77311,59280,18031,4588
987654588,azaz,85605,58860,26745,4588
987654588,azaz,74242,33740,40502,4588
987654588,azaz,99806,89220,10586,4588
987654588,azaz,50262,42740,7522,4588
987654588,azaz,68291,30540,37751,4588
987654588,azaz,56257,51390,4867,4588
987654588,azaz,55289,22020,33269,4588
987654588,azaz,51505,13120,38385,4588
987654588,azaz,61075,44980,16095,4588
987654588,azaz,57027,15910,41117,4588
987654588,azaz,84758,60400,24358,4588
987654588,azaz,90951,70630,20321,4588
987654588,azaz,87552,77250,10302,4588
987654588,azaz,91556,72460,19096,4588
987654588,azaz,104371,35150,69221,4588
987654588,azaz,48139,34700,13439,4588
987654588,azaz,88454,69140,19314,4588
987654588,azaz,82734,52780,29954,4588
987654588,azaz,77168,29270,47898,4588
987654588,azaz,104481,63690,40791,4588
987654588,azaz,101280,59880,41400,4588
987654588,azaz,57071,33470,23601,4588
987654588,azaz,74803,36880,37923,4588
987654589,raja kumar,47226,31390,15836,4589
987654589,raja kumar,83867,69320,14547,4589
987654589,raja kumar,75628,68850,6778,4589
987654589,raja kumar,71547,23330,48217,4589
987654589,raja kumar,50746,31790,18956,4589
987654589,raja kumar,133939,108520,25419,4589
987654589,raja kumar,136557,120770,15787,4589
987654589,raja kumar,81678,53190,28488,4589
987654589,raja kumar,126712,73670,53042,4589
987654589,raja kumar,117681,71350,46331,4589
987654589,raja kumar,117197,74550,42647,4589
987654589,raja kumar,127702,50680,77022,4589
987654589,raja kumar,136513,84540,51973,4589
987654589,raja kumar,64408,21890,42518,4589
987654589,raja kumar,92711,56280,36431,4589
987654589,raja kumar,76915,28900,48015,4589
987654589,raja kumar,85902,32030,53872,4589
987654589,raja kumar,74737,63670,11067,4589
987654589,raja kumar,80237,35870,44367,4589
987654589,raja kumar,57676,48140,9536,4589
987654589,raja kumar,125656,75490,50166,4589
987654589,raja kumar,100785,88390,12395,4589
987654589,raja kumar,91215,39550,51665,4589
987654589,raja kumar,102589,90290,12299,4589
987654590,parveen,123742,108340,15402,4590
987654590,parveen,65563,21210,44353,4590
987654590,parveen,113578,113120,458,4590
987654590,parveen,85154,75970,9184,4590
987654590,parveen,91358,47870,43488,4590
987654590,parveen,87354,59430,27924,4590
987654590,parveen,101027,38880,62147,4590
987654590,parveen,50911,28600,22311,4590
987654590,parveen,73164,62700,10464,4590
987654590,parveen,60998,52250,8748,4590
987654590,parveen,78532,67270,11262,4590
987654590,parveen,61724,44190,17534,4590
987654590,parveen,65222,43070,22152,4590
987654590,parveen,56554,50760,5794,4590
987654590,parveen,81106,49890,31216,4590
